CardNo,MaxDay,TotalCount,Money
174899,3,67,276.3
174900,3,26,156.5
174901,3,104,234.9
174902,0,3,24
174903,2,11,43.3
174904,0,3,23
174995,19,4,20.4
175001,19,12,131.2
175608,11,29,85.2
175611,4,49,216
175612,2,104,703.2
175617,4,109,422.3
175619,8,66,321.7
175620,2,99,426.7
175627,0,1,10.5
175628,4,9,37.5
175629,12,23,116
175634,1,13,110.1
175636,3,8,31.2
175638,6,17,93.8
175639,4,60,151.1
175643,3,67,204.16
175644,5,72,198.8
175651,4,60,199.9
175652,2,47,196.8
175653,4,88,480.2
175655,3,117,480.6
175656,19,22,86.4
175659,2,23,99.1
175660,2,96,334.1
175662,3,69,345.5
175664,6,61,164
175665,4,39,149.5
175666,7,92,302.1
175667,2,61,334.3
175668,3,39,301.4
175669,4,29,226.5
175671,6,45,166.3
175672,11,10,76.5
175675,2,94,357.7
175678,3,31,202.2
175679,2,70,235
175682,3,23,101.1
175686,7,49,147.8
175687,3,109,274.2
175688,4,23,257.1
175690,4,41,167.8
175691,7,120,305.3
175692,6,71,244.3
175693,2,72,287.6
175695,4,31,102.2
175698,2,119,332.7
175699,17,10,39
175700,19,18,74.9
175703,4,67,487.5
175705,4,41,181.9
175706,4,41,123.3
175707,8,35,109.9
175708,4,23,156.4
175711,0,1,1
175712,1,52,167.8
175713,1,48,139.1
175714,3,79,382.2
175723,3,54,298.8
175724,1,111,759
175727,14,17,110.5
175730,14,53,166.3
175734,5,43,234.9
175736,0,1,50
175737,12,55,199.6
175739,1,70,439
175741,0,1,9.4
175743,2,69,260.1
175744,2,149,460.5
175746,4,28,142.8
175750,3,72,1509
175752,7,41,98.1
175753,2,155,515.9
175756,6,23,98
175957,9,19,97.6
175959,3,89,184.1
175960,4,112,370.9
175961,2,27,298
175963,7,6,224.6
175964,1,124,489.3
175966,6,74,404.5
175967,3,47,187.3
175968,4,68,157.3
175969,3,74,199.2
175970,5,37,131.1
175972,1,11,53.8
175980,3,42,298
175981,4,61,307.6
175982,0,5,17
175983,3,99,287.1
175986,3,70,500.5
175990,4,27,250.5
175991,0,7,43
175992,2,103,631.7
175993,2,100,399.6
175994,4,53,409.2
175996,4,14,81.9
175998,2,14,27.9
176004,4,55,198.5
176005,3,75,329.3
176006,9,33,103
176010,15,58,272.5
176011,3,69,254.3
176012,6,98,358.2
176016,1,109,334.9
176019,11,35,163.8
176020,3,51,405.9
176022,8,59,171.3
176023,9,44,117.1
176024,7,69,276.7
176026,3,85,543.1
176027,3,54,313.7
176028,6,36,146.9
176031,3,11,76.2
176034,3,125,388.55
176035,3,65,378.1
176040,0,2,3.1
176046,3,151,505.16
176047,4,72,375.1
176049,4,15,50.4
176050,4,38,183.6
176052,4,35,142.2
176054,8,45,222.7
176055,3,100,542.8
176057,2,166,386.8
176058,2,48,235.7
176060,4,75,336
176067,2,47,177
176068,0,1,0.3
176070,2,101,875.7
176072,6,9,51.9
176073,5,40,162.3
176074,1,170,270.6
176081,6,33,115.7
176083,5,60,190.1
176085,6,95,207.1
176086,3,48,384.2
176089,2,109,354.1
176090,3,64,345.1
176091,3,109,309.5
176093,3,80,199.9
176095,5,40,101.5
176096,4,69,191.9
176097,3,78,311.5
176099,5,36,144.1
176102,3,85,358.4
176104,6,65,298.7
176105,2,101,368.4
176106,3,101,334.58
176107,2,81,241
176109,6,11,61
176111,3,104,406.9
176114,4,76,241.3
176116,0,1,1.2
176124,2,89,454.3
176125,3,53,119.4
176127,7,74,401.6
176132,4,31,152.3
176135,6,54,195.7
176137,7,12,1870.6
176138,2,27,107.1
176139,2,28,389.9
176142,3,9,52
176145,10,12,20.2
176147,7,23,99.9
176148,3,22,109.3
176151,6,30,124.3
176152,6,12,70.2
176153,4,32,102
176154,4,10,92.5
176155,3,35,100.4
176160,6,51,208.6
176161,4,96,607.9
176162,7,45,208.9
176163,3,19,167.6
176164,7,17,50
176166,4,125,358.1
176170,0,1,8
176171,3,71,358.9
176172,2,56,253.5
176178,0,1,0.4
176179,6,66,343.1
176181,5,56,233.3
176182,4,10,72
176183,11,61,292.7
176186,4,33,153.5
180001,4,32,161.6
180002,7,46,126.8
180004,2,96,572
180005,11,35,185.1
180006,13,23,85.7
180007,3,114,512.6
180008,3,56,275.4
180009,3,46,304.8
180011,2,108,355.9
180012,4,100,346.2
180013,8,50,175.9
180014,2,136,436.5
180015,2,83,345.9
180016,3,115,299.9
180017,3,64,289.7
180018,6,30,139.9
180021,4,60,172
180022,6,16,85.9
180024,6,30,142.7
180025,4,74,202.2
180026,2,108,296.1
180027,3,71,268.5
180029,1,9,54.3
180030,5,25,99.1
180031,7,101,269.8
180032,3,28,186.2
180035,5,18,54.5
180036,2,116,502.7
180037,5,31,171.6
180038,3,65,217.1
180040,6,62,229.6
180041,2,6,20.2
180042,4,90,326.7
180045,2,123,472.8
180046,2,77,302.5
180047,4,31,113.9
180048,4,96,254.5
180049,4,27,154.5
180051,3,73,235.3
180052,3,94,366.3
180053,4,33,388.8
180054,4,55,165.1
180055,3,109,234.6
180058,4,68,237
180059,3,75,196.7
180061,3,120,223.1
180063,4,67,100.4
180064,5,58,177.6
180065,3,80,153
180066,3,79,210.57
180067,6,35,152.9
180069,3,76,352.7
180070,4,44,392.4
180071,3,116,345.1
180074,2,92,433.3
180075,1,6,25.6
180076,6,63,241.6
180077,2,88,426.6
180078,3,46,220.1
180079,12,62,300.4
180080,3,65,435.3
180081,2,60,210.6
180082,1,91,271.8
180083,3,84,282.6
180084,3,68,397
180085,3,102,345.1
180086,3,110,303.8
180087,2,90,316.8
180088,4,48,148.3
180089,3,73,179.1
180090,4,59,245.7
180091,1,104,533.8
180092,4,72,323.4
180093,7,12,59.4
180094,3,67,277.8
180095,1,84,457.1
180096,2,91,263.4
180097,2,40,249.5
180098,2,86,372.2
180099,2,68,462.5
180100,6,19,73.9
180101,3,28,149.8
180102,4,44,183.4
180104,3,87,269.5
180105,3,125,360.7
180106,4,106,281.6
180107,2,41,228.4
180108,1,112,388.4
180109,3,95,207.5
180110,3,54,240.4
180111,2,131,206.2
180112,2,72,407.7
180113,1,122,290.4
180114,3,98,298.4
180115,6,57,250.9
180117,3,44,115.7
180118,3,83,202.6
180119,8,26,85
180120,4,47,210.3
180121,3,65,205.2
180122,3,93,232.5
180123,4,83,322.3
180124,3,62,285.1
180125,2,95,249.4
180126,3,53,190.7
180127,7,44,134
180131,2,77,315
180132,4,64,238.8
180133,3,90,248.3
180134,12,12,82.1
180135,3,114,211.3
180136,3,89,127
180137,2,123,205.9
180138,4,60,218.7
180139,3,95,287.2
180140,3,63,381.9
180141,5,64,166.2
180142,2,100,243
180143,1,116,605.4
180144,3,94,393.2
180145,3,80,229.1
180146,1,92,432.8
180147,4,62,323.6
180148,3,54,264.6
180149,3,88,318.16
180150,4,57,368.7
180151,2,100,268.8
180153,4,125,352.7
180154,3,63,429.5
180155,5,16,93
180156,3,24,96.5
180158,6,2,100.2
180159,2,134,313.8
180160,2,59,199.8
180162,1,89,424.6
180164,3,128,251.4
180165,3,79,137.3
180166,4,70,395.6
180167,2,158,261.8
180168,6,35,189.3
180169,2,111,355.1
180170,3,110,331.7
180171,2,83,284.1
180172,3,58,245.8
180173,3,97,280
180175,2,115,381.3
180176,3,108,363.1
180177,2,123,401.3
180178,3,70,168.2
180179,4,43,134.7
180180,7,14,49.6
180181,5,56,276.2
180182,3,80,248.2
180183,2,55,261.6
180184,8,24,50.6
180187,4,40,237.2
180188,2,97,384.2
180189,3,106,315.1
180191,2,94,463.4
180192,2,136,230.3
180193,3,126,381.8
180194,5,15,74.2
180196,3,92,387.2
180197,3,76,220
180198,3,107,339.7
180199,7,41,152.8
180200,6,21,96.5
180201,4,37,188.4
180202,7,69,254.7
180203,1,105,327.3
180204,17,46,204.8
180206,3,35,201.7
180207,3,39,148.4
180208,3,79,232
180209,16,18,112.7
180210,5,67,376.6
180212,1,40,112.9
180213,3,79,255
180214,2,16,94.5
180215,15,38,159.6
180218,1,107,465
180221,4,55,248.6
180222,6,58,333.5
180224,6,45,217.3
180225,3,105,260.66
180226,2,12,114
180227,4,43,138.2
180228,14,26,197.7
180229,3,18,93.9
180231,3,38,582.2
180232,12,34,181.6
180233,20,10,62
180234,3,39,279.1
180235,5,11,42
180236,2,84,404.5
180237,5,89,366.6
180239,3,110,312.4
180240,4,64,250.7
180241,3,95,326.9
180242,3,72,198.3
180243,3,50,229.5
180244,2,67,400.4
180245,5,41,156.9
180246,3,77,260.8
180247,7,42,144.6
180248,3,69,224
180249,4,71,247.4
180251,4,38,115.9
180252,3,67,202.8
180253,2,79,270.1
180254,18,40,179.5
180255,3,104,385
180257,1,99,221.7
180258,4,84,146.9
180259,4,65,359.1
180260,6,35,155
180261,3,81,188.8
180262,2,84,246.9
180264,5,90,380.9
180265,4,102,259.5
180266,3,88,169.6
180267,3,73,232.9
180268,3,97,285.21
180269,7,41,102.6
180272,5,51,142.3
180273,3,37,141.9
180274,3,123,279.5
180275,3,64,139.5
180276,3,99,380.5
180277,2,69,246.4
180278,3,111,334.7
180279,3,69,399
180280,3,79,328.4
180281,3,67,315.1
180282,3,118,447.8
180283,2,71,309.9
180285,2,46,236.4
180286,3,98,218.8
180287,2,107,366.1
180288,3,145,678.8
180291,5,52,168.7
180292,4,52,147.7
180293,1,116,522.9
180294,7,50,176.6
180295,3,97,475
180296,2,92,288.6
180297,4,50,126.9
180298,4,67,167.3
180299,3,58,187.6
180300,8,18,200.6
180302,3,16,94.4
180304,9,18,125.8
180305,1,83,274.55
180306,1,16,94.3
180308,2,59,214.8
180309,2,96,478
180311,2,37,211.5
180312,5,33,141
180313,3,147,390.4
180314,3,72,483.4
180315,2,34,118.8
180316,3,101,221.5
180317,3,111,266.7
180318,2,114,299.9
180319,4,42,151
180320,4,51,275.9
180321,7,63,226.3
180323,3,60,209.9
180325,2,90,544.4
180326,2,74,160
180327,7,39,108.6
180328,3,76,378
180331,1,165,403.4
180332,3,100,308.2
180333,2,62,170.5
180334,3,88,286.2
180335,4,60,141.6
180336,2,63,390.7
180337,12,47,207.7
180338,3,66,226.9
180339,1,110,262.9
180340,4,75,245.8
180341,6,41,200.6
180342,3,150,311.7
180343,2,131,436.7
180344,3,75,242
180345,3,117,403.6
180346,8,61,294
180348,9,50,234.9
180351,3,54,236.6
180352,2,47,290.2
180353,2,69,359.6
180354,4,39,254.2
180355,2,46,212.6
180356,3,58,213.1
180357,3,56,279.6
180358,3,52,381.8
180359,3,86,152.6
180360,3,104,160.3
180361,4,64,143.8
180362,9,37,199.4
180363,2,166,526.9
180364,3,50,173.5
180367,1,167,272.9
180368,4,42,105.2
180369,5,54,110.7
180370,4,27,154.4
180371,2,116,343.8
180373,3,110,341.2
180375,3,72,536.7
180377,3,90,205.8
180378,4,35,126.1
180381,1,99,152.5
180382,2,109,172.7
180383,3,93,236.7
180384,2,108,324.5
180385,4,89,324.3
180386,3,46,244.5
180387,4,93,163.6
180389,4,62,243.6
180390,4,50,128.5
180391,3,50,208.5
180392,3,101,362.3
180393,2,83,346.2
180394,2,158,258.9
180395,3,98,235.1
180396,3,72,224.1
180397,2,123,298.3
180398,2,79,379.2
180399,2,110,387.8
180400,3,47,121.4
180401,5,75,193.6
180402,2,70,289.2
180403,3,68,321.1
180405,2,77,333.5
180406,3,156,280.2
180407,3,74,248.6
180408,3,93,338.5
180409,3,114,332.79
180410,4,57,237
180411,2,115,325.03
180412,3,122,225.3
180414,2,108,220
180415,3,96,268.8
180416,3,82,195.2
180417,2,79,267
180420,2,80,143.1
180422,4,40,78.3
180423,2,134,263.7
180424,4,17,76.5
180425,2,67,233.4
180428,3,57,402.4
180430,6,21,107.6
180431,4,26,139
180432,3,75,379.1
180433,3,112,414
180435,3,106,738.3
180439,2,97,319.9
180440,10,53,202.6
180442,5,14,130.4
180443,3,74,323.2
180444,4,84,255.2
180445,3,101,273.6
180446,2,61,263.2
180448,3,81,347.6
180449,3,67,331.4
180450,2,84,284.6
180451,2,130,505.8
180452,2,39,92.6
180453,3,50,223.6
180454,3,101,261.2
180455,2,74,356.1
180456,2,78,432.7
180457,3,121,338.1
180459,2,148,427.2
180460,2,121,265.3
180461,3,27,149.5
180462,3,97,165.6
180464,3,91,228.6
180465,3,67,330.2
180466,2,123,316.7
180467,3,65,127.5
180468,2,154,418.5
180470,3,71,285.5
180471,4,49,160.5
180472,4,63,308.1
180473,3,77,277.8
180474,4,79,129.8
180476,3,58,324.6
180477,2,125,355.1
180478,2,70,305.5
180480,4,94,260.4
180482,3,69,170
180483,1,26,88.6
180484,3,73,301.1
180485,5,40,157.6
180486,2,91,235.2
180488,3,55,194
180489,2,63,374.4
180490,3,58,672.2
180491,3,67,337.4
180492,3,62,299.5
180493,1,144,395.3
180494,4,101,292.1
180495,3,85,238.5
180496,4,68,159.9
180497,3,105,217.9
180499,1,138,400.5
180500,1,129,396.2
180501,4,59,212.1
180502,4,96,401.3
180504,2,79,304
180505,1,128,640.5
180506,2,92,263.8
180507,8,23,110.4
180509,22,3,34
180510,3,70,426.8
180511,2,116,279.7
180512,4,45,340.7
180513,16,37,170.7
180514,3,107,294.3
180515,3,61,230.9
180518,2,142,649.6
180521,2,122,283.8
180522,4,77,236.6
180523,2,129,379.9
180524,3,117,492
180526,3,142,549.7
180527,3,124,255.7
180528,3,147,390.5
180531,3,97,385.1
180533,4,64,303.3
180536,6,70,234.4
180537,3,93,406.6
180538,6,41,210.5
180540,3,108,479.3
180541,0,5,25
180544,3,72,275.3
180545,2,111,523.8
180546,13,77,312.2
180547,3,76,302.9
180548,2,88,218.7
180549,5,60,141.2
180551,3,132,287.8
180552,4,56,148.9
180553,10,28,85.8
180554,3,83,323.09
180555,3,83,194.5
180556,2,57,160
180557,3,73,264.6
180558,3,80,173.8
180559,6,36,246.8
180560,4,104,245.8
180561,10,87,261.3
180562,10,24,122.3
180563,3,86,379.3
180564,20,41,101.5
180566,4,46,237.2
180567,3,75,299.3
180569,3,71,310.9
180570,0,3,11.2
180571,3,83,333.9
180572,3,67,402.6
180574,4,50,160.9
180576,3,88,382.8
180577,7,22,46.8
180578,3,103,472.6
180579,2,73,325.2
180580,0,1,0.5
180581,1,105,361.5
180584,1,104,459.9
180586,2,86,221
180587,1,129,325.3
180588,3,92,305.3
180589,2,78,340.19
180590,1,74,260.7
180591,2,105,248.2
180593,1,177,440.2
180594,13,47,129.2
180595,4,14,45.1
180597,2,129,399.6
180598,2,109,503.2
180600,5,58,254.8
180601,2,121,336.5
180602,3,96,302.16
180603,2,89,293.3
180605,3,46,243
180607,1,160,602.15
180608,22,7,24.9
180609,1,146,343.6
180610,2,103,270.4
180611,2,117,294.9
180612,2,123,425.39
180613,3,75,330.3
180614,1,139,344.1
180615,2,103,404.4
180616,6,29,98.8
180617,4,92,337.1
180619,2,54,162.1
180620,17,66,386.6
180622,1,180,425.88
180624,2,115,269.5
180625,4,74,174.3
180626,16,7,30
180627,11,23,150.9
180631,3,129,348.6
180633,19,49,200.7
180634,3,104,553.7
180636,0,24,99.5
180637,3,74,173.4
180638,4,55,293.7
180639,1,35,167.3
180640,3,103,313.6
180641,2,125,291.1
180642,3,90,218.8
180644,2,147,295.9
180645,8,20,147.8
180649,6,136,458.4
180650,3,176,402.1
180651,1,153,367.5
180652,3,82,211.9
180655,1,71,518.4
180658,6,44,207.6
180660,3,51,220.3
180661,0,5,15.6
180662,3,128,420.7
180663,4,52,243.5
180665,1,147,341.7
180666,2,113,185.2
180669,2,177,339.3
180672,2,161,337.8
180674,3,113,597.9
180676,3,61,304.2
180678,1,79,385.3
180679,8,70,233.3
180680,5,31,127.6
180681,3,95,287.74
180682,2,152,295
180683,2,91,336.2
180685,11,78,373.6
180686,4,84,288.8
180687,4,90,237.9
180688,3,130,356.7
180689,3,90,429.6
180690,1,133,287.9
180691,4,114,264.3
180692,2,98,246.3
180693,2,66,213.8
180694,3,95,334.74
180695,1,125,281.7
180698,9,26,179.5
180699,4,64,343.4
180700,2,162,525.86
180701,3,70,214.7
180702,2,28,165
180704,3,71,363.7
180705,3,67,390.5
180706,2,86,395.1
180709,3,82,272
180710,5,38,155.4
180711,4,105,381.3
180712,3,74,201.8
180713,5,65,253.1
180714,2,184,354.3
180715,1,114,356.7
180716,1,67,227.7
180717,4,56,199.3
180719,4,47,115.4
180721,3,88,307.2
180722,2,117,230.2
180723,6,36,180.1
180724,4,55,329.6
180725,3,58,261.1
180726,2,132,486
180727,9,58,172.7
180728,1,171,603.9
180729,2,80,212.59
180730,3,77,211.3
180731,3,55,190.7
180732,4,138,539.3
180733,3,59,220.8
180734,4,40,189.8
180735,2,95,330.3
180737,3,70,287.1
180738,3,146,445.8
180739,13,19,148
180740,3,85,664.5
180742,2,144,447.2
180744,3,120,319.1
180747,2,147,351.7
180748,3,84,347.54
180749,2,86,195.8
180751,1,137,619.2
180752,3,149,472.9
180753,3,73,260.1
180755,1,35,200.9
180756,2,121,454.1
180758,4,84,398.6
180759,2,65,287.4
180762,6,50,193.5
180763,3,91,269.7
180764,1,154,668.2
180765,1,136,568.5
180766,1,122,465.6
180767,3,111,257.7
180768,5,66,219.5
180769,3,46,116.1
180770,9,47,227.7
180771,2,102,384.3
180772,3,84,220.9
180773,3,81,311.3
180774,3,76,227.5
180775,4,30,198
180777,3,71,318.6
180778,2,151,398.7
180779,3,101,273.1
180780,2,130,323.1
180781,2,86,272.8
180783,3,94,233.1
180784,3,63,189.9
180785,3,117,237.8
180786,0,2,1
180787,2,96,303.9
180788,4,98,256.4
180789,24,19,66.5
180790,5,73,283.4
180792,3,124,248.1
180793,1,118,371.5
180794,2,116,233.6
180795,3,48,148.4
180796,2,146,420.9
180797,2,172,362.5
180799,7,53,197.8
180800,1,152,516.4
180801,3,101,316.7
180802,3,100,359.2
180803,3,65,324.6
180806,3,133,383.99
180808,2,119,251.5
180809,2,108,361.4
180810,3,57,189.1
180811,20,26,168.4
180812,3,84,321.6
180813,6,57,382.6
180814,1,116,409.1
180815,2,112,257.4
180816,1,168,385.7
180817,3,104,224
180818,1,143,478
180819,3,57,198.5
180820,3,86,236.44
180822,2,104,211.9
180823,3,101,387
180824,3,61,257
180825,4,29,117.2
180826,4,38,130
180827,3,81,341.7
180830,3,80,327.1
180831,2,64,312.4
180832,1,104,405.2
180833,3,75,212.3
180835,3,52,205.6
180836,2,50,218.2
180838,3,73,165.2
180839,3,55,381.9
180840,5,62,204.9
180841,3,83,326.6
180843,4,101,218.1
180844,3,78,320.8
180846,2,114,424.6
180847,2,96,289.6
180848,4,35,124.7
180849,1,141,333.4
180850,3,103,341
180851,3,109,347.4
180853,11,94,314.5
180854,2,91,296.1
180855,3,67,306.9
180856,3,120,269.3
180858,4,80,371
180859,4,9,38.9
180860,1,115,448.5
180861,3,37,149.4
180862,3,89,351.3
180863,4,76,208.4
180864,1,99,312.9
180865,2,121,232.7
180866,4,83,278.8
180867,2,69,299.2
180868,2,93,230.2
180870,1,79,323.5
180871,2,70,147.8
180872,2,132,329.7
180908,1,7,71.5
180915,2,44,247.7
180916,5,98,353
180917,2,74,157.5
180918,0,1,100
180920,3,176,770.9
180921,1,187,496.3
180922,0,7,16.8
180924,8,11,34
180926,2,87,393.1
180927,13,14,76.1
180928,3,69,267.9
180931,3,107,479.7
180932,5,54,243.7
180933,5,78,307.6
180934,3,70,401.1
180935,2,35,100.4
180936,21,22,114.4
180937,0,13,75
180938,3,41,275.7
180941,0,1,1.2
180942,3,175,450.9
180945,8,23,161.9
180946,13,35,150.2
180947,8,79,300.7
180949,3,68,281
180954,0,1,3
180971,0,1,6
180973,3,5,31
180974,0,6,42
180977,0,2,4.4
180986,5,38,88.3
180987,0,23,69.5
180992,1,6,81
180993,3,77,255.5
180994,4,53,134.6
181011,3,63,256.7
181012,5,26,130.3
181013,3,121,350.3
181014,21,19,89
181015,2,137,270.6
181016,3,105,506.7
181017,3,86,217.9
181018,3,116,405.1
181019,2,106,523.7
181020,4,42,182
181021,2,60,280.8
181022,2,116,362.3
181024,4,44,156.5
181025,2,100,181
181026,2,125,524.1
181028,7,56,159.7
181029,3,101,258.35
181030,3,120,322.5
181031,3,62,342.2
181032,2,107,235.9
181034,2,97,520.9
181035,2,121,311.2
181036,3,64,305.7
181041,4,98,153
181042,3,130,530.7
181045,4,73,488.2
181046,3,90,251
181047,3,71,247.6
181048,3,16,60.5
181049,20,48,154.6
181050,3,48,338.1
181051,3,46,226.1
181052,4,44,313.9
181053,2,86,288.9
181054,7,4,33
181055,3,53,220
181056,3,30,190
181058,3,125,597.4
181059,4,52,283.9
181060,3,69,334.8
181061,4,48,278.6
181062,3,89,467.6
181063,2,174,679.9
181064,6,52,286.6
181065,3,66,299.1
181066,3,92,425.7
181067,7,88,349.9
181068,3,110,499.3
181069,5,79,481.9
181070,3,74,353.1
181071,2,95,408.55
181073,1,108,514.8
181077,2,77,318.3
181078,3,148,748
181079,1,165,353.4
181080,2,149,270.4
181081,2,118,591.5
181083,1,162,539.1
181084,4,104,303.4
181086,1,160,522.4
181087,2,62,137.4
181090,5,72,413.4
181091,2,97,385.5
181092,5,31,73
181093,7,91,219.8
181094,3,77,496.7
181095,2,99,488.1
181096,1,87,598.6
181098,5,47,286.6
181099,2,141,449.6
181100,3,64,399.5
181101,3,67,401.8
181102,1,161,432.1
181103,2,83,402.9
181104,3,44,181.5
181105,3,85,366.5
181106,4,82,281.7
181107,3,154,468.3
181108,3,114,457
181110,1,102,419.9
181111,3,77,228.4
181112,2,102,545
181113,5,67,208
181114,7,71,242.3
181115,8,71,492.1
181116,1,135,404.2
181117,2,93,518.2
181119,5,39,109.4
181120,5,61,340.7
181122,5,75,668.4
181123,4,67,165.6
181124,3,54,252.9
181125,4,108,382.2
181126,4,123,500.5
181127,7,16,52.4
181128,2,90,262
181130,6,40,191.8
181133,1,160,675.4
181134,6,18,37.5
181135,12,52,183
181136,1,153,509.7
181138,3,88,457.1
181139,2,103,340.8
181142,4,101,531.3
181144,1,176,574.28
181145,2,128,402.7
181147,14,60,261.31
181148,10,44,261.5
181149,26,4,35
181150,5,155,388.6
181151,4,110,519.3
181152,3,79,410.3
181153,4,40,98.2
181154,10,47,223.8
181155,4,173,488.4
181156,3,116,257.7
181157,1,60,202.7
181158,3,87,418.7
181159,6,59,180.4
181160,3,74,240
181162,3,73,492
181163,7,61,269.4
181164,3,40,107.8
181167,3,102,367.9
181168,2,126,493.3
181172,1,150,491.5
181173,0,1,7
181175,4,37,197
181176,2,127,362.5
181177,9,47,467.4
181178,4,21,92.5
181179,4,89,415.7
181180,4,30,111.2
181181,4,45,507.6
181182,2,130,541
181183,4,46,198.9
181184,4,49,272.1
181185,5,64,186.9
181186,3,79,199.4
181188,4,114,256.8
181189,3,84,225
181191,2,118,532.3
181192,4,131,407.7
181193,3,53,106.2
181194,3,82,431
181196,2,100,331.6
181197,3,50,228.1
181198,2,123,249.7
181199,3,82,276.8
181201,2,84,415.9
181202,3,110,323
181203,2,83,438.19
181204,3,75,148.1
181206,19,9,55.8
181212,18,20,97.4
181215,3,83,450
181216,1,9,44.1
181222,7,65,179.1
181225,3,50,258.6
181227,0,2,1.8
181228,3,105,480.5
181231,1,122,509.8
181232,1,7,30.1
181233,5,39,119.5
181234,6,67,245.59
181235,1,96,466.1
181237,1,109,297.6
181239,24,6,23.5
181240,5,43,369.3
181241,16,27,200.2
181243,1,209,754.66
181244,1,182,592.59
181245,6,25,141.9
181246,10,57,223.9
181250,3,108,371.2
181252,4,45,174.4
181253,3,59,299.3
181254,3,90,339.9
181255,3,86,391.7
181256,3,61,217.8
181257,4,71,186.5
181258,4,59,278.2
181259,3,36,141.3
181260,3,104,405.9
181262,11,40,491.9
181263,2,145,359.4
181264,5,50,161.5
181266,2,72,335.1
181268,2,139,321.4
181269,5,61,220.7
181270,2,60,362.2
181271,1,96,477.6
181273,4,81,306.9
181274,3,93,324.8
181275,1,144,362.1
181277,3,48,579.8
181278,5,67,243.4
181279,4,55,495.1
181280,2,82,368.7
181281,2,94,508.9
181282,1,83,353.8
181283,2,68,326.3
181284,2,62,188.6
181285,3,84,283.5
181289,2,76,382.5
181291,5,83,264.6
181292,7,75,163
181293,2,127,266.5
181296,16,16,98.6
181297,2,83,264.8
181298,3,93,250.8
181299,4,79,320
181301,1,107,250.5
181302,2,78,673.2
181303,4,70,339.8
181305,2,95,420
181308,3,105,219.3
181309,2,74,315.4
181310,2,96,201.2
181311,3,92,276.1
181312,1,141,373.2
181313,3,46,237.7
181314,3,83,454.6
181315,5,48,893.7
181316,1,120,490.6
181317,1,39,224.7
181318,1,87,375.9
181320,1,104,288.4
181321,2,107,286.2
181322,1,164,314.2
181323,3,126,319.3
181325,3,93,322
181327,2,208,559.1
181328,3,49,287.5
181331,3,98,563.2
181332,3,87,361.9
181333,3,61,360.1
181334,7,29,447.5
181335,2,92,430.4
181336,6,55,300.3
181337,5,56,241
181338,3,133,570.6
181339,3,126,417
181340,4,64,335.8
181342,3,66,384.1
181343,2,135,629.2
181344,3,125,606
181345,3,67,374.7
181346,3,157,365.1
181348,1,157,498.2
181349,1,68,171.7
181350,4,60,291.2
181351,5,23,118.5
181352,4,48,516.8
181353,5,62,318.5
181354,2,114,481.1
181355,3,128,428.8
181356,2,164,472.3
181357,0,9,67.5
181359,3,74,414.8
181360,5,53,360.2
181362,3,70,387.1
181364,3,57,335.8
181365,4,70,346.4
181366,3,97,536.4
181368,3,69,396.8
181369,7,35,306.9
181371,5,47,249.5
181372,3,59,376.3
181373,5,36,121.4
181374,5,105,760.2
181376,12,25,147
181377,4,17,91.4
181378,3,56,281.8
181379,2,125,313.9
181380,4,70,343.6
181381,3,92,320.2
181383,2,127,391.5
181384,3,157,520.1
181385,4,63,392
181386,3,65,274.2
181387,3,124,432.3
181388,9,30,87.1
181389,6,106,671.9
181390,4,61,496.8
181391,4,97,395.2
181394,0,2,7.1
181395,0,1,7.5
181396,3,128,339.5
181397,3,10,21.6
181398,3,75,359.8
181402,4,97,321.2
181403,15,33,211.7
181404,4,68,312.7
181405,12,58,192
181406,3,49,231.1
181407,2,73,382.1
181408,1,137,432.85
181409,3,181,428.7
181410,4,60,230.5
181411,2,122,310
181412,7,59,297.4
181413,1,114,661.2
181414,3,143,316.3
181415,2,138,335.9
181416,1,263,676
181417,2,155,498.6
181418,3,99,426.3
181419,2,14,76.3
181421,2,158,488.2
181422,14,10,62
181423,5,28,101.09
181424,1,121,353.9
181426,14,52,144.3
181427,21,11,46.5
181429,10,31,101.8
181431,3,47,111.8
181432,3,82,493.5
181434,2,121,390.7
181436,4,118,402.1
181437,19,51,128.3
181439,3,73,186.1
181440,11,6,22.9
181441,2,39,122.2
181442,3,115,328.6
181443,1,166,470.1
181444,5,79,267.35
181445,3,149,495.9
181446,1,165,470.7
181447,3,107,286
181448,4,123,379.1
181449,5,75,183.2
181450,5,36,76.4
181451,3,72,198.8
181452,11,75,288.5
181453,1,106,384.3
181455,7,105,207.6
181456,1,90,513
181457,1,121,534.85
181458,3,100,385.5
181459,1,141,632.2
181460,7,38,127.9
181461,3,94,207.4
181462,3,179,426.2
181463,3,55,144.2
181464,4,87,298.5
181465,3,149,458.9
181469,0,7,27
181470,3,148,336.4
181471,3,99,432.5
181472,3,99,417
181473,3,90,385.1
181474,6,21,68.6
181475,3,100,328.2
181476,3,84,313.4
181478,22,2,4.5
181479,2,93,763.8
181480,2,121,377
181481,3,124,415.6
181483,2,78,676.7
181484,1,41,200.4
181485,4,47,252.2
181487,2,171,615.9
181488,3,101,325.4
181489,3,112,528.9
181490,3,189,760.1
181491,2,59,275
181492,2,43,201.1
181493,3,140,421.4
181495,3,93,456.7
181496,3,57,298.7
181497,3,87,931.4
181498,3,95,504.9
181500,3,91,413.3
181501,3,66,404.1
181502,5,49,308
